locus_tag	ftype	length_bp	gene	EC_number	COG	product
AHKFPPHE_03298	CDS	2799	malT_3			HTH-type transcriptional regulator MalT
AHKFPPHE_03299	CDS	1134	uctC_2	2.8.3.19		Acetyl-CoA:oxalate CoA-transferase
AHKFPPHE_03300	CDS	435				IS3 family transposase ISDsp4
AHKFPPHE_03301	CDS	840	yeiG_2	3.1.2.12	COG0627	S-formylglutathione hydrolase YeiG
AHKFPPHE_03302	CDS	1128	frmA_2	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
AHKFPPHE_03303	CDS	870	dmlR_1			HTH-type transcriptional regulator DmlR
AHKFPPHE_03304	CDS	1014	rhaS_4			HTH-type transcriptional activator RhaS
AHKFPPHE_03305	CDS	303				hypothetical protein
AHKFPPHE_03306	CDS	954	cdhR_2		COG4977	HTH-type transcriptional regulator CdhR
AHKFPPHE_03307	CDS	879				hypothetical protein
AHKFPPHE_03308	CDS	543	sttH	3.5.2.19		Streptothricin hydrolase
AHKFPPHE_03309	CDS	594				hypothetical protein
AHKFPPHE_03310	CDS	633				hypothetical protein
AHKFPPHE_03311	CDS	240				hypothetical protein
AHKFPPHE_03312	CDS	705	pphB_3	3.1.3.16	COG0639	Serine/threonine-protein phosphatase 2
AHKFPPHE_03313	CDS	798				hypothetical protein
AHKFPPHE_03314	CDS	246				hypothetical protein
AHKFPPHE_03315	CDS	849				hypothetical protein
AHKFPPHE_03316	CDS	5703				hypothetical protein
AHKFPPHE_03317	CDS	207				hypothetical protein
AHKFPPHE_03318	CDS	246				hypothetical protein
AHKFPPHE_03319	CDS	1215	intQ		COG0582	Putative defective protein IntQ
AHKFPPHE_03320	CDS	954				hypothetical protein
AHKFPPHE_03321	CDS	543				hypothetical protein
AHKFPPHE_03322	CDS	651				hypothetical protein
AHKFPPHE_03323	CDS	159				hypothetical protein
AHKFPPHE_03324	CDS	438	umuD_1	3.4.21.-	COG1974	Protein UmuD
AHKFPPHE_03325	CDS	1302	umuC		COG0389	Protein UmuC
AHKFPPHE_03326	CDS	252				hypothetical protein
AHKFPPHE_03327	CDS	1026				hypothetical protein
AHKFPPHE_03328	CDS	324	trxA_2		COG0526	Thioredoxin 1
AHKFPPHE_03329	CDS	975	leuO			HTH-type transcriptional regulator LeuO
AHKFPPHE_03330	CDS	624	gstB_2	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
AHKFPPHE_03331	CDS	597	nemR_1			HTH-type transcriptional repressor NemR
AHKFPPHE_03332	CDS	1014		1.1.1.1		Alcohol dehydrogenase
AHKFPPHE_03333	CDS	897	pcpR_3			PCP degradation transcriptional activation protein
AHKFPPHE_03334	CDS	1398	aldA	1.2.1.3		Putative aldehyde dehydrogenase AldA
AHKFPPHE_03335	CDS	1263	xerC_9			Tyrosine recombinase XerC
AHKFPPHE_03336	CDS	666	rnt	3.1.13.-	COG0847	Ribonuclease T
AHKFPPHE_03337	CDS	1032	pyrC	3.5.2.3	COG0418	Dihydroorotase
AHKFPPHE_03338	CDS	927		3.5.1.-	COG0123	Histone deacetylase-like amidohydrolase
AHKFPPHE_03339	CDS	2748	pat	2.3.1.-	COG0454	Protein lysine acetyltransferase Pat
AHKFPPHE_03340	CDS	927	rdgC		COG2974	Recombination-associated protein RdgC
AHKFPPHE_03341	CDS	201				hypothetical protein
AHKFPPHE_03342	CDS	771				hypothetical protein
AHKFPPHE_03343	CDS	234				hypothetical protein
AHKFPPHE_03344	CDS	753	yciK	1.-.-.-	COG1028	putative oxidoreductase YciK
AHKFPPHE_03345	CDS	666	mupP	3.1.3.-	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
AHKFPPHE_03346	CDS	717	ubiG_5	2.1.1.222	COG2227	Ubiquinone biosynthesis O-methyltransferase
AHKFPPHE_03347	CDS	1329	mtaD	3.5.4.28	COG0402	5-methylthioadenosine/S-adenosylhomocysteine deaminase
AHKFPPHE_03348	CDS	1056	mtnA	5.3.1.23	COG0182	Methylthioribose-1-phosphate isomerase
AHKFPPHE_03349	CDS	774				hypothetical protein
AHKFPPHE_03350	CDS	2175	prc	3.4.21.102	COG0793	Tail-specific protease
AHKFPPHE_03351	CDS	2151	fadJ_3		COG1024	Fatty acid oxidation complex subunit alpha
AHKFPPHE_03352	CDS	1209	fadA_3	2.3.1.-	COG0183	Putative acyltransferase
AHKFPPHE_03353	CDS	2472				hypothetical protein
AHKFPPHE_03354	CDS	483	recX		COG2137	Regulatory protein RecX
AHKFPPHE_03355	CDS	1539	mltF_3	4.2.2.-	COG4623	Membrane-bound lytic murein transglycosylase F
AHKFPPHE_03356	CDS	3906	purL	6.3.5.3	COG0046	Phosphoribosylformylglycinamidine synthase
AHKFPPHE_03357	CDS	312			COG0327	GTP cyclohydrolase 1 type 2 
AHKFPPHE_03358	CDS	549				hypothetical protein
AHKFPPHE_03359	CDS	582	nudL	3.6.1.-		putative Nudix hydrolase NudL
AHKFPPHE_03360	CDS	528	yrdA_2		COG0663	Protein YrdA
AHKFPPHE_03361	CDS	183				hypothetical protein
AHKFPPHE_03362	CDS	1200	purT	2.1.2.-	COG0027	Formate-dependent phosphoribosylglycinamide formyltransferase
AHKFPPHE_03363	CDS	1302				IS1380 family transposase ISMaq4
AHKFPPHE_03364	CDS	402				hypothetical protein
AHKFPPHE_03365	CDS	804				hypothetical protein
AHKFPPHE_03366	CDS	405	cueR_2		COG0789	HTH-type transcriptional regulator CueR
AHKFPPHE_03367	CDS	252				hypothetical protein
AHKFPPHE_03368	CDS	492				hypothetical protein
AHKFPPHE_03369	CDS	291				hypothetical protein
AHKFPPHE_03370	CDS	267	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
AHKFPPHE_03371	CDS	246				hypothetical protein
AHKFPPHE_03372	CDS	1437	mqo_2	1.1.5.4	COG0579	Malate:quinone oxidoreductase
AHKFPPHE_03373	CDS	126				hypothetical protein
AHKFPPHE_03374	CDS	978	yrbG		COG0530	Inner membrane protein YrbG
AHKFPPHE_03375	CDS	765	plsC_2	2.3.1.51	COG0204	1-acyl-sn-glycerol-3-phosphate acyltransferase
AHKFPPHE_03376	CDS	1290	qseC_3	2.7.13.3		Sensor protein QseC
AHKFPPHE_03377	CDS	675	qseB_4			Transcriptional regulatory protein QseB
AHKFPPHE_03378	CDS	1845	dsbD_4	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
AHKFPPHE_03379	CDS	810	resA_3			Thiol-disulfide oxidoreductase ResA
AHKFPPHE_03380	CDS	780	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
AHKFPPHE_03381	CDS	420	msrB	1.8.4.12	COG0229	Peptide methionine sulfoxide reductase MsrB
AHKFPPHE_03382	CDS	651	msrA2	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 2
AHKFPPHE_03383	CDS	975				hypothetical protein
AHKFPPHE_03384	CDS	483				hypothetical protein
AHKFPPHE_03385	CDS	1377	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
AHKFPPHE_03386	CDS	984	acuI	1.3.1.84	COG0604	Acrylyl-CoA reductase AcuI
AHKFPPHE_03387	CDS	1521	ald1	1.2.1.48		Long-chain-aldehyde dehydrogenase
AHKFPPHE_03388	CDS	1356		2.3.1.20		Putative diacyglycerol O-acyltransferase
AHKFPPHE_03389	CDS	924				hypothetical protein
AHKFPPHE_03390	CDS	750				hypothetical protein
AHKFPPHE_03391	CDS	279				hypothetical protein
AHKFPPHE_03392	CDS	783	ubiE_3	2.1.1.163	COG2226	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
AHKFPPHE_03393	CDS	642				hypothetical protein
AHKFPPHE_03394	CDS	1644	ubiB_3	2.7.-.-	COG0661	putative protein kinase UbiB
AHKFPPHE_03395	CDS	417	hisI	3.5.4.19		Phosphoribosyl-AMP cyclohydrolase
AHKFPPHE_03396	CDS	330	hisE	3.6.1.31	COG0140	Phosphoribosyl-ATP pyrophosphatase
AHKFPPHE_03397	CDS	228	tatA			Sec-independent protein translocase protein TatA
AHKFPPHE_03398	CDS	450	tatB			Sec-independent protein translocase protein TatB
AHKFPPHE_03399	CDS	783	tatC		COG0805	Sec-independent protein translocase protein TatC
AHKFPPHE_03400	CDS	954				hypothetical protein
AHKFPPHE_03401	CDS	1224	xerC_10			Tyrosine recombinase XerC
AHKFPPHE_03402	CDS	234				hypothetical protein
AHKFPPHE_03403	CDS	258				hypothetical protein
AHKFPPHE_03404	tRNA	77				tRNA-Met(cat)
AHKFPPHE_03405	CDS	1338	fadI	2.3.1.16	COG0183	3-ketoacyl-CoA thiolase FadI
AHKFPPHE_03406	CDS	1407				hypothetical protein
AHKFPPHE_03407	tRNA	76				tRNA-Val(tac)
AHKFPPHE_03408	tRNA	77				tRNA-Asp(gtc)
AHKFPPHE_03409	tRNA	76				tRNA-Val(tac)
AHKFPPHE_03410	CDS	882				hypothetical protein
AHKFPPHE_03411	CDS	951	smc_6			Chromosome partition protein Smc
AHKFPPHE_03412	CDS	243				hypothetical protein
AHKFPPHE_03413	CDS	492	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
AHKFPPHE_03414	CDS	1119	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
AHKFPPHE_03415	CDS	579	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
AHKFPPHE_03416	CDS	2049				hypothetical protein
AHKFPPHE_03417	CDS	588	lemA		COG1704	Protein LemA
AHKFPPHE_03418	CDS	1986	htpX_2	3.4.24.-		Protease HtpX
AHKFPPHE_03419	CDS	1956	xcpQ		COG1450	Type II secretion system protein D
AHKFPPHE_03420	CDS	855				hypothetical protein
AHKFPPHE_03421	CDS	792				hypothetical protein
AHKFPPHE_03422	CDS	1653	groL		COG0459	60 kDa chaperonin
AHKFPPHE_03423	CDS	288	groS		COG0234	10 kDa chaperonin
AHKFPPHE_03424	CDS	471				hypothetical protein
AHKFPPHE_03425	CDS	762	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
AHKFPPHE_03426	CDS	324				DNA base-flipping protein
AHKFPPHE_03427	CDS	921				hypothetical protein
AHKFPPHE_03428	CDS	687				hypothetical protein
AHKFPPHE_03429	CDS	1515	fumB	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
AHKFPPHE_03430	CDS	2919				hypothetical protein
AHKFPPHE_03431	CDS	930	pvdQ	3.5.1.97	COG2366	Acyl-homoserine lactone acylase PvdQ
AHKFPPHE_03432	CDS	783				hypothetical protein
AHKFPPHE_03433	CDS	258				hypothetical protein
AHKFPPHE_03434	CDS	810	eutC	4.3.1.7	COG4302	Ethanolamine ammonia-lyase light chain
AHKFPPHE_03435	CDS	1395	eutB	4.3.1.7	COG4303	Ethanolamine ammonia-lyase heavy chain
AHKFPPHE_03436	CDS	1260				hypothetical protein
AHKFPPHE_03437	CDS	138				hypothetical protein
AHKFPPHE_03438	CDS	1029				hypothetical protein
AHKFPPHE_03439	CDS	945	yeaX	1.14.13.-	COG1018	Carnitine monooxygenase reductase subunit
AHKFPPHE_03440	CDS	546				hypothetical protein
AHKFPPHE_03441	CDS	240				hypothetical protein
AHKFPPHE_03442	CDS	1539				hypothetical protein
AHKFPPHE_03443	CDS	942	smc_7			Chromosome partition protein Smc
AHKFPPHE_03444	CDS	402	traK			Protein TraK
AHKFPPHE_03445	CDS	375	traJ			Protein TraJ
AHKFPPHE_03446	CDS	1779	traI			Protein TraI
AHKFPPHE_03447	CDS	255				hypothetical protein
AHKFPPHE_03448	CDS	417	fitB	3.1.-.-		Toxin FitB
AHKFPPHE_03449	CDS	768				hypothetical protein
AHKFPPHE_03450	CDS	237				hypothetical protein
AHKFPPHE_03451	CDS	1662				hypothetical protein
AHKFPPHE_03452	CDS	270				hypothetical protein
AHKFPPHE_03453	CDS	228				hypothetical protein
AHKFPPHE_03454	CDS	633	bin3			Putative transposon Tn552 DNA-invertase bin3
AHKFPPHE_03455	CDS	753				hypothetical protein
AHKFPPHE_03456	CDS	342				hypothetical protein
AHKFPPHE_03457	CDS	651				hypothetical protein
AHKFPPHE_03458	CDS	255				hypothetical protein
AHKFPPHE_03459	CDS	1125				hypothetical protein
AHKFPPHE_03460	CDS	966				hypothetical protein
AHKFPPHE_03461	CDS	1290				hypothetical protein
AHKFPPHE_03462	CDS	357				hypothetical protein
AHKFPPHE_03463	CDS	930				hypothetical protein
AHKFPPHE_03464	CDS	240				hypothetical protein
AHKFPPHE_03465	CDS	411				hypothetical protein
AHKFPPHE_03466	CDS	348				hypothetical protein
AHKFPPHE_03467	CDS	954				hypothetical protein
AHKFPPHE_03468	CDS	462				hypothetical protein
AHKFPPHE_03469	CDS	732				hypothetical protein
AHKFPPHE_03470	CDS	897				hypothetical protein
AHKFPPHE_03471	CDS	1866				hypothetical protein
AHKFPPHE_03472	CDS	1008				hypothetical protein
AHKFPPHE_03473	CDS	2631				hypothetical protein
AHKFPPHE_03474	CDS	1569				hypothetical protein
AHKFPPHE_03475	CDS	198				hypothetical protein
AHKFPPHE_03476	CDS	351				hypothetical protein
AHKFPPHE_03477	CDS	1257				hypothetical protein
AHKFPPHE_03478	CDS	2199	recD2_2	3.6.4.12		ATP-dependent RecD-like DNA helicase
AHKFPPHE_03479	CDS	1080				hypothetical protein
AHKFPPHE_03480	CDS	1956				hypothetical protein
AHKFPPHE_03481	CDS	1833				hypothetical protein
AHKFPPHE_03482	CDS	600	yfbR_2	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
AHKFPPHE_03483	CDS	1332				hypothetical protein
AHKFPPHE_03484	CDS	306				hypothetical protein
AHKFPPHE_03485	CDS	543				hypothetical protein
AHKFPPHE_03486	CDS	258	yfbR_3	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
AHKFPPHE_03487	CDS	729				hypothetical protein
AHKFPPHE_03488	CDS	2106	fusA		COG0480	Elongation factor G
AHKFPPHE_03489	CDS	471	rpsG		COG0049	30S ribosomal protein S7
AHKFPPHE_03490	CDS	375	rpsL		COG0048	30S ribosomal protein S12
AHKFPPHE_03491	CDS	4215	rpoC	2.7.7.6	COG0086	DNA-directed RNA polymerase subunit beta'
AHKFPPHE_03492	CDS	4077	rpoB	2.7.7.6		DNA-directed RNA polymerase subunit beta
AHKFPPHE_03493	CDS	375	rplL			50S ribosomal protein L7/L12
AHKFPPHE_03494	CDS	531	rplJ		COG0244	50S ribosomal protein L10
AHKFPPHE_03495	CDS	699	rplA		COG0081	50S ribosomal protein L1
AHKFPPHE_03496	CDS	432	rplK		COG0080	50S ribosomal protein L11
AHKFPPHE_03497	CDS	534	nusG		COG0250	Transcription termination/antitermination protein NusG
AHKFPPHE_03498	CDS	369	secE		COG0690	Protein translocase subunit SecE
AHKFPPHE_03499	tRNA	76				tRNA-Trp(cca)
AHKFPPHE_03500	CDS	1197	tuf1			Elongation factor Tu
AHKFPPHE_03501	tRNA	76				tRNA-Thr(ggt)
AHKFPPHE_03502	tRNA	75				tRNA-Gly(tcc)
AHKFPPHE_03503	tRNA	84				tRNA-Tyr(gta)
AHKFPPHE_03504	tRNA	76				tRNA-Thr(tgt)
AHKFPPHE_03505	CDS	645				hypothetical protein
AHKFPPHE_03506	CDS	651	coaX	2.7.1.33	COG1521	Type III pantothenate kinase
AHKFPPHE_03507	CDS	966	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
AHKFPPHE_03508	CDS	2304				hypothetical protein
AHKFPPHE_03509	CDS	555				hypothetical protein
AHKFPPHE_03510	CDS	1077				hypothetical protein
AHKFPPHE_03511	CDS	1206				hypothetical protein
AHKFPPHE_03512	rRNA	108				5S ribosomal RNA
AHKFPPHE_03513	CDS	1254	mexA			Multidrug resistance protein MexA
AHKFPPHE_03514	CDS	3168	acrB		COG0841	Multidrug efflux pump subunit AcrB
AHKFPPHE_03515	CDS	1434	cusC		COG1538	Cation efflux system protein CusC
AHKFPPHE_03516	CDS	243				hypothetical protein
AHKFPPHE_03517	CDS	621	gstB_3	2.5.1.18	COG0625	Glutathione S-transferase GST-6.0
AHKFPPHE_03518	CDS	669				hypothetical protein
AHKFPPHE_03519	CDS	597	nemR_2			HTH-type transcriptional repressor NemR
AHKFPPHE_03520	CDS	1083	yhdN	1.1.1.-	COG0667	Aldo-keto reductase YhdN
AHKFPPHE_03521	CDS	768	mipA		COG3713	MltA-interacting protein
AHKFPPHE_03522	CDS	3036	swrC_2		COG0841	Swarming motility protein SwrC
AHKFPPHE_03523	CDS	1053	mdtA_5			Multidrug resistance protein MdtA
AHKFPPHE_03524	CDS	903	menH_3	4.2.99.20		2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase
AHKFPPHE_03525	CDS	492				hypothetical protein
AHKFPPHE_03526	CDS	507				hypothetical protein
AHKFPPHE_03527	CDS	615	kstR2_2			HTH-type transcriptional repressor KstR2
AHKFPPHE_03528	CDS	1071	virS_2			HTH-type transcriptional regulator VirS
AHKFPPHE_03529	CDS	321	fdxE		COG0633	Ferredoxin-6
AHKFPPHE_03530	CDS	1413	linC	1.14.13.151		Linalool 8-monooxygenase
AHKFPPHE_03531	CDS	1143	camA	1.18.1.5		Putidaredoxin reductase CamA
AHKFPPHE_03532	CDS	945			COG3039	IS5 family transposase ISPa52
AHKFPPHE_03533	CDS	1212	argG	6.3.4.5	COG0137	Argininosuccinate synthase
AHKFPPHE_03534	CDS	972	rcsC_6	2.7.13.3		Sensor histidine kinase RcsC
AHKFPPHE_03535	CDS	483				hypothetical protein
AHKFPPHE_03536	CDS	1299	ampG		COG0477	Protein AmpG
AHKFPPHE_03537	CDS	1455				hypothetical protein
AHKFPPHE_03538	CDS	804	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
AHKFPPHE_03539	CDS	1224	gpgS	2.4.1.266	COG0463	Glucosyl-3-phosphoglycerate synthase
AHKFPPHE_03540	CDS	1746		2.4.1.-	COG0366	Glucosylglycerate phosphorylase
AHKFPPHE_03541	CDS	2121	vgrG1_3	6.3.2.-	COG3501	Actin cross-linking toxin VgrG1
AHKFPPHE_03542	CDS	627				hypothetical protein
AHKFPPHE_03543	CDS	2118				hypothetical protein
AHKFPPHE_03544	CDS	939				hypothetical protein
AHKFPPHE_03545	CDS	699				hypothetical protein
AHKFPPHE_03546	CDS	372				hypothetical protein
AHKFPPHE_03547	CDS	1104	yhhT		COG0628	Putative transport protein YhhT
AHKFPPHE_03548	CDS	1152	ppsC	2.3.1.41		Phthiocerol/phenolphthiocerol synthesis polyketide synthase type I PpsC
AHKFPPHE_03549	CDS	1044		5.1.1.8	COG3938	Protein
AHKFPPHE_03550	CDS	198				hypothetical protein
AHKFPPHE_03551	CDS	726				hypothetical protein
AHKFPPHE_03552	CDS	2640				hypothetical protein
AHKFPPHE_03553	CDS	1938				hypothetical protein
AHKFPPHE_03554	CDS	255				hypothetical protein
AHKFPPHE_03555	CDS	1326				hypothetical protein
AHKFPPHE_03556	CDS	288				hypothetical protein
AHKFPPHE_03557	CDS	873				hypothetical protein
AHKFPPHE_03558	CDS	564				hypothetical protein
AHKFPPHE_03559	CDS	444				hypothetical protein
AHKFPPHE_03560	CDS	219				hypothetical protein
AHKFPPHE_03561	CDS	243				hypothetical protein
AHKFPPHE_03562	CDS	606	yfbR_4	3.1.3.89	COG1896	5'-deoxynucleotidase YfbR
AHKFPPHE_03563	CDS	429				hypothetical protein
AHKFPPHE_03564	CDS	1635				hypothetical protein
AHKFPPHE_03565	CDS	381				hypothetical protein
AHKFPPHE_03566	CDS	279				hypothetical protein
AHKFPPHE_03567	CDS	270				hypothetical protein
AHKFPPHE_03568	CDS	480				IS256 family transposase ISMaq7
AHKFPPHE_03569	CDS	783				IS21 family transposase ISAeme17
AHKFPPHE_03570	CDS	1002				hypothetical protein
AHKFPPHE_03571	CDS	840				hypothetical protein
AHKFPPHE_03572	CDS	1119	mshA_5	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
AHKFPPHE_03573	CDS	1182				hypothetical protein
AHKFPPHE_03574	CDS	441	epsL_2	2.-.-.-	COG2148	putative sugar transferase EpsL
AHKFPPHE_03575	CDS	627	epsM	2.3.1.-	COG0110	Putative acetyltransferase EpsM
AHKFPPHE_03576	CDS	1176	arnB	2.6.1.87		UDP-4-amino-4-deoxy-L-arabinose--oxoglutarate aminotransferase
AHKFPPHE_03577	CDS	1965	pglF	4.2.1.135	COG1086	UDP-N-acetyl-alpha-D-glucosamine C6 dehydratase
AHKFPPHE_03578	CDS	276				hypothetical protein
AHKFPPHE_03579	CDS	351				hypothetical protein
AHKFPPHE_03580	CDS	1668		3.1.-.-	COG1236	Ribonuclease
AHKFPPHE_03581	CDS	1263	wbpA	1.1.1.136	COG0677	UDP-N-acetyl-D-glucosamine 6-dehydrogenase
AHKFPPHE_03582	CDS	258				hypothetical protein
AHKFPPHE_03583	CDS	1209				hypothetical protein
AHKFPPHE_03584	CDS	369				hypothetical protein
AHKFPPHE_03585	CDS	369				hypothetical protein
AHKFPPHE_03586	CDS	447	slyA_3		COG1846	Transcriptional regulator SlyA
AHKFPPHE_03587	CDS	1008				hypothetical protein
AHKFPPHE_03588	CDS	1185	czcB			Cobalt-zinc-cadmium resistance protein CzcB
AHKFPPHE_03589	CDS	3108	czcA_2			Cobalt-zinc-cadmium resistance protein CzcA
AHKFPPHE_03590	CDS	345				hypothetical protein
AHKFPPHE_03591	CDS	2142	btuB_4			Vitamin B12 transporter BtuB
AHKFPPHE_03592	CDS	216				hypothetical protein
AHKFPPHE_03593	CDS	1218				hypothetical protein
AHKFPPHE_03594	CDS	1251	mdtA_6			Multidrug resistance protein MdtA
AHKFPPHE_03595	CDS	3198	czcA_3			Cobalt-zinc-cadmium resistance protein CzcA
AHKFPPHE_03596	CDS	1368	sasA_11	2.7.-.-		Adaptive-response sensory-kinase SasA
AHKFPPHE_03597	CDS	642				hypothetical protein
AHKFPPHE_03598	CDS	1128				hypothetical protein
AHKFPPHE_03599	CDS	387				hypothetical protein
AHKFPPHE_03600	CDS	1077				hypothetical protein
AHKFPPHE_03601	CDS	900				hypothetical protein
AHKFPPHE_03602	CDS	441	gloA_2	4.4.1.5	COG0346	Lactoylglutathione lyase
AHKFPPHE_03603	CDS	2598				hypothetical protein
AHKFPPHE_03604	CDS	1407				hypothetical protein
AHKFPPHE_03605	CDS	375				hypothetical protein
AHKFPPHE_03606	CDS	543				hypothetical protein
AHKFPPHE_03607	CDS	219	slyX			Protein SlyX
AHKFPPHE_03608	CDS	1131	dapE	3.5.1.18	COG0624	Succinyl-diaminopimelate desuccinylase
AHKFPPHE_03609	tRNA	95				tRNA-Lys(ttt)
AHKFPPHE_03610	CDS	342	yffB		COG1393	Protein YffB
AHKFPPHE_03611	CDS	804	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
AHKFPPHE_03612	CDS	1128	dnaJ		COG0484	Chaperone protein DnaJ
AHKFPPHE_03613	CDS	1920	dnaK		COG0443	Chaperone protein DnaK
AHKFPPHE_03614	CDS	579	grpE			Protein GrpE
AHKFPPHE_03615	CDS	1680	recN		COG0497	DNA repair protein RecN
AHKFPPHE_03616	CDS	420	fur		COG0735	Ferric uptake regulation protein
AHKFPPHE_03617	CDS	333	bamE			Outer membrane protein assembly factor BamE
AHKFPPHE_03618	CDS	279	rnfH			Protein RnfH
AHKFPPHE_03619	CDS	447	pasT		COG2867	Persistence and stress-resistance toxin PasT
AHKFPPHE_03620	CDS	1497				hypothetical protein
AHKFPPHE_03621	CDS	483	smpB		COG0691	SsrA-binding protein
AHKFPPHE_03622	CDS	1422		2.3.1.20		Putative diacyglycerol O-acyltransferase
AHKFPPHE_03623	tmRNA	365	ssrA			transfer-messenger RNA, SsrA
AHKFPPHE_03624	CDS	609	intA_2		COG0582	Prophage integrase IntA
AHKFPPHE_03625	CDS	945	cmpR_2		COG0583	HTH-type transcriptional activator CmpR
AHKFPPHE_03626	CDS	1428	cfiB	6.4.1.7	COG0439	2-oxoglutarate carboxylase small subunit
AHKFPPHE_03627	CDS	1821	cfiA	6.4.1.7	COG0511	2-oxoglutarate carboxylase large subunit
AHKFPPHE_03628	CDS	666	cynT	4.2.1.1	COG0288	Carbonic anhydrase 1
AHKFPPHE_03629	CDS	1341	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
AHKFPPHE_03630	CDS	447				hypothetical protein
AHKFPPHE_03631	CDS	909	cysD	2.7.7.4	COG0175	Sulfate adenylyltransferase subunit 2
AHKFPPHE_03632	CDS	1659	cysN	2.7.7.4		Sulfate adenylyltransferase subunit 1
AHKFPPHE_03633	CDS	1476	tmcA	2.3.1.193		tRNA(Met) cytidine acetyltransferase TmcA
AHKFPPHE_03634	CDS	579				hypothetical protein
AHKFPPHE_03635	CDS	1104	fadJ_4	1.1.1.35		Fatty acid oxidation complex subunit alpha
AHKFPPHE_03636	CDS	333				hypothetical protein
AHKFPPHE_03637	CDS	1383	ppnN	3.2.2.-	COG1611	Pyrimidine/purine nucleotide 5'-monophosphate nucleosidase
AHKFPPHE_03638	CDS	1455	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
AHKFPPHE_03639	CDS	1014	aphA	3.5.1.-		Acetylpolyamine amidohydrolase
AHKFPPHE_03640	CDS	1449	davD	1.2.1.20	COG1012	Glutarate-semialdehyde dehydrogenase DavD
AHKFPPHE_03641	CDS	141				hypothetical protein
AHKFPPHE_03642	CDS	1158	yqhD_2	1.1.1.-	COG1979	Alcohol dehydrogenase YqhD
AHKFPPHE_03643	CDS	885	rhaS_5			HTH-type transcriptional activator RhaS
AHKFPPHE_03644	CDS	312	ygiN	1.-.-.-	COG1359	putative quinol monooxygenase YgiN
AHKFPPHE_03645	CDS	975				hypothetical protein
AHKFPPHE_03646	CDS	804	dkgB	1.1.1.346	COG0656	2,5-diketo-D-gluconic acid reductase B
AHKFPPHE_03647	CDS	918				hypothetical protein
AHKFPPHE_03648	CDS	1176	ydhP_2		COG2814	Inner membrane transport protein YdhP
AHKFPPHE_03649	CDS	891	dmlR_2			HTH-type transcriptional regulator DmlR
AHKFPPHE_03650	CDS	291				hypothetical protein
AHKFPPHE_03651	CDS	237				hypothetical protein
AHKFPPHE_03652	CDS	747				hypothetical protein
AHKFPPHE_03653	CDS	405				hypothetical protein
AHKFPPHE_03654	CDS	294				hypothetical protein
AHKFPPHE_03655	CDS	534				hypothetical protein
AHKFPPHE_03656	CDS	489				hypothetical protein
AHKFPPHE_03657	CDS	414				hypothetical protein
AHKFPPHE_03658	CDS	1572				hypothetical protein
AHKFPPHE_03659	CDS	477				hypothetical protein
AHKFPPHE_03660	CDS	489				hypothetical protein
AHKFPPHE_03661	CDS	324				hypothetical protein
AHKFPPHE_03662	CDS	141				hypothetical protein
AHKFPPHE_03663	CDS	300				hypothetical protein
AHKFPPHE_03664	CDS	300				hypothetical protein
AHKFPPHE_03665	CDS	630	orn_2	3.1.-.-	COG1949	Oligoribonuclease
AHKFPPHE_03666	CDS	375				hypothetical protein
AHKFPPHE_03667	CDS	192				hypothetical protein
AHKFPPHE_03668	CDS	207				hypothetical protein
AHKFPPHE_03669	CDS	354				hypothetical protein
AHKFPPHE_03670	CDS	390				hypothetical protein
